0.001		7.89876
0.05099		3.51854
0.10098		2.38929
0.15097		1.54394
0.20096		0.817625
0.25095		0.158247
0.30094		-0.457427
0.35093		-1.04174
0.40092		-1.60201
0.45091		-2.14287
0.5009		-2.66745
0.55089		-3.17788
0.60088		-3.67572
0.65087		-4.16205
0.70086		-4.63767
0.75085		-5.10315
0.80084		-5.55889
0.85083		-6.00517
0.90082		-6.44213
0.95081		-6.86985
1.0008		-7.28834
1.05079		-7.69753
1.10078		-8.09731
1.15077		-8.48751
1.20076		-8.86791
1.25075		-9.23828
1.30074		-9.59832
1.35073		-9.9477
1.40072		-10.2861
1.45071		-10.613
1.5007		-10.9281
1.55069		-11.2309
1.60068		-11.5208
1.65067		-11.7974
1.70066		-12.0601
1.75065		-12.3081
1.80064		-12.541
1.85063		-12.758
1.90062		-12.9583
1.95061		-13.1413
2.0006		-13.306
2.05059		-13.4515
2.10058		-13.5771
2.15057		-13.6817
2.20056		-13.7642
2.25055		-13.8237
2.30054		-13.859
2.35053		-13.8688
2.40052		-13.852
2.45051		-13.8071
2.5005		-13.7329
2.55049		-13.6278
2.60048		-13.4903
2.65047		-13.3187
2.70046		-13.1114
2.75045		-12.8666
2.80044		-12.5823
2.85043		-12.2566
2.90042		-11.8873
2.95041		-11.4723
3.0004		-11.0092
3.05039		-10.4956
3.10038		-9.92894
3.15037		-9.30652
3.20036		-8.6255
3.25035		-7.88289
3.30034		-7.07557
3.35033		-6.20022
3.40032		-5.25338
3.45031		-4.23141
3.5003		-3.13046
3.55029		-1.94651
3.60028		-0.675328
3.65027		0.687554
3.70026		2.14682
3.75025		3.70739
3.80024		5.37445
3.85023		7.15344
3.90022		9.05009
3.95021		11.0704
4.0002		13.2207
4.05019		15.5077
4.10018		17.9383
4.15017		20.5199
4.20016		23.2603
4.25015		26.1675
4.30014		29.2501
4.35013		32.517
4.40012		35.9778
4.45011		39.6423
4.5001		43.521
4.55009		47.6249
4.60008		51.9654
4.65007		56.5547
4.70006		61.4056
4.75005		66.5314
4.80004		71.9463
4.85003		77.6649
4.90002		83.703
4.95001		90.0769
